Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Joël Veltman,D RC,30,139,142,Holland,Brighton & Hove Albion,7,11,10,8,13,4,14,5,9,14,13,7,16,13,17,14,14,14,16,11,14,16,9,15,11,16,14,14,12,12,11,13,16,12,14,12,16,12,13,12,11,2,2,3,3,2,3,2,2,2,2,3,8,9,4,18,15,18,14,16,1,1,20,19,1,14,10,1,1,10,1,1,1,1,182,73,8,20,10.0,6950,7000,6250,Northern_European,139,4,1992/1/15,28,2,57996.0,,37024733
Jaime Seoane,M C,25,139,150,Spain,Getafe,8,11,14,10,15,10,10,12,9,11,15,12,10,15,8,14,12,13,14,15,15,14,15,15,11,15,11,15,12,12,10,7,12,13,15,10,11,8,13,5,14,4,2,3,3,2,3,3,2,1,3,3,12,15,5,12,14,14,14,12,1,1,1,1,1,1,15,1,20,1,1,15,1,1,175,73,12,20,2.0,6500,6500,4750,Mediterranean_Hispanic,138,6,1997/1/22,0,0,10070.0,,67220012
Isi Palazón,M/AM RL,27,139,143,Spain,Vallecano,9,13,16,14,15,8,7,11,6,5,13,11,9,14,10,13,12,13,12,14,15,14,15,8,13,9,10,14,14,16,15,7,11,14,14,12,13,11,11,9,10,2,3,1,3,2,2,1,3,3,1,1,12,12,10,14,14,15,10,10,1,1,1,1,1,1,1,16,1,18,19,13,20,11,169,68,20,8,12.0,6950,6950,4950,Mediterranean_Hispanic,139,5,1994/12/27,0,0,18479.0,,67173045
Luuk de Jong,S,31,139,144,"Holland,Switzerland",PSV Eindhoven,4,8,10,15,14,12,17,12,4,5,11,12,4,12,12,16,16,14,13,14,14,14,11,14,15,5,14,16,11,12,15,16,15,11,15,14,12,8,15,5,8,3,3,1,1,3,1,3,2,2,3,1,12,16,6,12,11,15,13,17,1,1,1,1,1,1,1,1,1,1,7,14,7,20,189,87,12,20,3.5,7000,7000,6250,Northern_European,139,5,1990/8/27,38,8,29999.0,,37008621
Diogo Dalot,D/WB RL,23,139,158,Portugal,Manchester UFC,9,13,13,8,14,4,9,7,13,12,13,10,13,13,13,13,11,12,12,9,12,12,11,8,13,13,14,14,15,14,13,11,15,14,14,11,12,9,13,8,15,3,2,2,1,1,1,1,2,3,1,2,14,15,5,12,12,15,14,12,1,17,1,20,14,18,1,13,1,15,7,1,10,1,184,75,12,20,35.0,7250,7500,5650,Mediterranean_Hispanic,129,5,1999/3/18,5,0,34999.0,,83105845
Raúl Ruidíaz,AM/S R,32,139,146,"Peru,Croatia,United States",Seattle Sounders FC,12,13,15,16,15,7,6,13,11,7,13,15,7,14,8,15,8,11,14,12,15,14,16,8,15,7,14,15,16,15,9,7,11,16,13,9,13,11,12,13,13,3,2,2,1,3,1,3,1,2,3,2,14,11,12,9,13,14,13,12,1,1,1,1,1,1,1,1,1,1,14,1,16,20,171,66,6,20,2.5,6982,6367,5348,Native_American,130,9,1990/7/25,50,4,62068.0,,77012758
Santi Cazorla,M/AM RLC,37,139,165,Spain,Al-Sadd Sports Club,15,12,15,12,16,15,4,14,4,8,17,16,9,18,9,16,9,15,12,17,15,14,17,11,15,9,15,12,10,12,12,5,12,10,10,9,16,9,16,12,13,1,1,3,3,3,3,3,1,4,1,3,17,14,5,18,14,19,18,15,1,1,1,1,1,1,10,14,20,14,16,17,16,1,168,65,16,20,0.3,6764,7500,5179,Mediterranean_Hispanic,140,6,1984/12/13,81,15,69684.0,,7456688
Takumi Minamino,AM/S RLC,27,139,150,Japan,AS Monaco,10,12,13,13,14,10,7,11,5,8,13,10,7,14,11,13,12,12,14,13,10,14,14,7,14,8,14,14,14,16,14,8,14,14,13,7,12,6,11,7,11,2,2,2,3,3,1,1,4,2,3,2,11,14,4,10,10,12,12,14,1,1,1,1,1,1,1,14,14,14,20,18,17,18,174,68,12,20,12.0,6950,7400,6250,10,130,1,1995/1/16,42,17,89999.0,,45064891
Roberto Gagliardini,M C,28,139,150,Italy,FC Internazionale Milano,4,9,10,12,13,7,13,12,11,12,14,7,15,13,14,15,15,14,16,12,13,16,9,10,15,14,18,16,13,12,16,13,15,13,15,16,12,12,11,9,11,2,3,3,3,3,1,3,3,3,2,1,15,14,8,14,12,20,14,13,1,1,1,1,1,1,15,8,20,8,7,9,7,1,188,77,9,20,4.0,6950,6750,5950,Mediterranean_Hispanic,141,3,1994/4/7,7,0,53462.0,,43081390
Julio Furch,S,32,139,142,Argentina,CD Atlas,6,7,11,15,14,7,16,11,5,5,11,14,6,11,13,15,14,13,12,13,13,15,11,7,16,8,14,15,11,11,13,15,12,12,14,15,15,10,12,7,5,3,1,1,2,1,2,2,3,2,3,3,4,12,8,12,12,15,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,20,189,86,11,20,1.0,6693,6543,3588,Northern_European,132,6,1989/7/28,0,0,16779.0,,14020540
Amadou Haïdara,DM/M C,24,139,153,Mali,RB Leipzig,11,12,14,9,14,10,9,12,7,11,14,10,12,15,14,13,15,13,12,13,13,16,14,10,14,13,13,16,14,14,14,10,16,14,16,12,14,11,12,6,12,3,3,3,3,2,3,2,1,2,2,2,10,16,10,8,15,11,9,9,1,1,1,1,1,1,18,1,20,13,1,14,13,1,175,72,10,20,17.0,6787,6437,5237,African_Caribbean,140,15,1998/1/31,32,2,66792.0,,16199711
Kyôgo Furuhashi,AM/S RL,27,139,148,Japan,Celtic,7,9,12,13,13,7,7,12,4,5,11,12,10,14,15,16,10,12,14,13,11,18,13,8,18,8,14,17,15,15,12,6,14,15,16,4,13,4,13,4,10,3,3,1,1,4,3,2,2,3,1,4,17,15,1,13,18,16,14,16,1,1,1,1,1,1,1,1,1,1,18,1,15,20,170,63,15,20,15.0,6950,7000,6000,10,127,3,1995/1/20,15,3,22038.0,,45105555
Justin Kluivert,M/AM RL,23,139,155,"Holland,Suriname",Associazione Sportiva Roma,9,10,16,11,16,8,7,12,2,3,14,10,6,16,16,9,13,11,10,11,10,15,15,7,12,6,11,12,17,17,11,7,12,16,11,8,12,14,14,11,14,1,1,2,3,3,2,3,1,3,2,3,13,16,13,9,13,14,12,12,1,1,1,1,1,1,1,16,1,15,20,14,18,13,172,66,14,20,11.0,6950,6750,5750,African_Caribbean,132,12,1999/5/5,2,0,64038.0,Valencia,37055841
Jack Harrison,M/AM RL,25,139,148,"England,United States",Leeds United,13,12,13,12,17,8,5,11,5,4,11,10,6,13,11,11,13,11,10,12,9,17,14,7,13,10,14,15,14,13,14,7,16,15,17,8,9,9,9,8,12,3,3,4,1,3,1,2,2,4,1,1,19,16,6,11,16,18,12,13,1,1,1,1,1,1,1,17,4,15,20,12,19,4,175,70,20,17,22.0,6941,6941,5991,Northern_European,135,4,1996/11/20,0,0,69595.0,,72045910
Boubacar Kamara,D/DM C,22,139,164,France,Aston Villa,6,8,13,6,12,6,13,8,5,14,15,7,15,13,12,14,14,14,13,13,13,13,9,9,11,14,15,15,14,13,15,14,14,15,14,12,14,11,12,8,12,3,2,1,1,3,1,3,1,4,3,3,18,14,8,13,12,14,12,14,1,6,20,8,1,1,20,1,13,1,1,1,1,1,184,68,10,20,38.0,6950,6950,5500,African_Caribbean,139,13,1999/11/23,3,0,115992.0,,48043084
Matthew Targett,D/WB L,26,139,140,"England,Scotland",Newcastle United,12,13,13,11,13,10,12,6,10,12,13,7,14,13,12,13,12,13,13,13,13,14,10,9,14,13,14,14,14,14,14,12,13,14,14,14,18,7,13,11,12,2,2,3,2,1,3,1,2,1,2,3,10,12,6,14,12,15,14,10,1,20,1,1,17,1,1,1,1,1,1,1,1,1,183,81,20,11,10.0,6950,6950,5500,Northern_European,138,4,1995/9/18,0,0,92793.0,,28084863
Mohamed Simakan,D/WB RC,22,139,160,"France,Guinea",RB Leipzig,5,11,12,7,12,5,13,6,10,14,12,8,15,12,13,14,15,14,13,12,13,16,13,9,12,14,12,14,14,13,14,14,13,15,14,15,12,8,14,11,11,3,4,2,3,2,2,3,1,2,2,1,11,14,4,12,14,13,10,10,1,1,20,17,1,16,12,1,1,1,1,1,1,1,187,82,8,20,35.0,6931,6187,5313,African_Caribbean,139,15,2000/5/3,0,0,48062.0,,49047065
Martin Dúbravka,GK,33,139,150,Slovakia,Newcastle United,1,1,1,1,11,2,3,2,5,5,12,3,3,10,9,15,14,12,10,12,11,15,14,13,3,15,12,10,13,12,13,15,14,9,10,12,15,10,14,8,1,15,14,13,5,14,14,16,17,14,11,11,16,14,4,12,12,15,16,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,83,10,20,1.0,6550,7000,5750,Northern_European,138,4,1989/1/15,29,0,52196.0,Manchester UFC,63002306
Karim Rekik,D LC,27,139,142,"Holland,Tunisia",Sevilla,4,10,9,7,12,5,13,6,10,14,13,8,15,12,13,12,17,14,12,12,14,15,8,12,8,13,15,13,12,13,17,15,15,13,14,15,13,13,12,7,13,2,3,2,3,3,1,3,1,2,3,2,14,16,10,9,13,14,12,12,1,16,20,1,13,1,1,1,1,1,1,1,1,1,186,79,20,12,3.5,6892,6742,5592,North_African__Middle_Eastern,139,7,1994/12/2,4,0,23077.0,,28068818
Jonathan David,AM/S RLC,22,139,155,"Canada,United States",LOSC Lille,8,10,13,14,14,10,7,11,5,7,13,15,6,13,12,13,12,13,11,12,12,12,12,12,12,4,12,14,16,12,12,9,14,15,12,13,12,8,14,7,14,2,1,3,1,2,1,3,1,2,1,1,11,14,2,9,10,11,13,20,1,1,1,1,1,1,1,1,1,1,18,20,18,19,177,77,12,20,50.0,6950,6900,5750,African_Caribbean,127,16,2000/1/14,32,21,41424.0,,18108540
Silas Katompa Mvumpa,M/AM/S RL,23,139,150,Democratic Republic of Congo,VfB Stuttgart,7,10,14,11,13,7,9,11,5,7,13,14,7,14,14,12,14,12,10,12,13,12,17,6,14,7,14,13,15,14,15,12,14,16,13,13,10,5,13,11,16,3,2,3,3,2,3,1,1,2,1,2,15,15,10,8,14,12,10,13,1,1,1,12,10,14,1,16,1,16,18,1,20,16,189,79,8,20,10.0,6939,6165,6075,African_Caribbean,130,18,1998/12/6,0,0,11538.0,,49054676
Antonee Robinson,D/WB L,24,139,142,"United States,England,Jamaica",Fulham,3,11,13,7,12,7,10,7,4,12,12,8,13,13,13,11,14,11,11,13,11,12,11,9,13,12,14,16,17,13,13,12,14,17,16,13,11,2,13,11,11,3,3,2,2,1,2,3,2,3,3,1,14,12,4,12,12,12,15,15,1,20,1,1,19,1,1,1,1,1,1,1,1,1,183,70,20,8,20.0,6950,6950,5500,African_Caribbean,129,12,1997/8/8,28,2,34798.0,,29125265
Scott McTominay,DM/M C,25,139,148,"Scotland,England",Manchester UFC,5,12,12,12,13,4,14,13,10,11,13,7,15,13,17,11,16,11,13,9,11,18,6,14,11,11,18,15,13,14,15,17,17,14,19,15,13,17,14,4,16,3,1,1,3,1,2,1,1,3,3,3,12,15,2,16,15,18,14,16,1,1,15,1,1,1,18,1,20,1,1,10,1,7,193,88,12,20,32.0,7250,7300,6000,Northern_European,136,0,1996/12/8,34,1,92793.0,,29125343
Patrick Bamford,S C,28,139,140,"England,Republic of Ireland",Leeds United,2,10,12,16,14,8,11,12,2,9,12,12,10,13,11,15,15,11,15,12,13,15,12,11,16,13,16,18,13,13,13,13,11,14,18,11,13,3,10,11,12,2,3,2,3,2,1,3,3,3,2,3,8,11,3,14,18,16,15,18,1,1,1,1,1,1,1,6,1,6,13,15,14,20,185,81,20,8,5.0,6950,6950,5750,Northern_European,137,4,1993/9/5,1,0,86994.0,,28059632
Aitor Fernández,GK,31,139,145,"Spain,Pays Basque",Atlético Pamplona,2,2,1,1,10,1,9,1,1,1,11,3,3,10,12,14,12,13,14,9,14,14,3,9,3,13,14,12,12,14,12,12,14,11,12,10,14,8,14,8,1,13,13,14,5,13,13,15,16,14,8,13,14,13,8,12,14,14,14,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,182,78,10,20,2.5,6891,6891,5391,Mediterranean_Hispanic,138,6,1991/5/3,0,0,25449.0,,67054783
Róger Guedes,AM/S RL,25,139,150,Brazil,COR,11,12,14,14,14,13,9,13,5,6,11,11,8,14,12,12,12,13,9,13,13,10,14,7,14,8,8,13,15,15,14,11,16,15,13,11,9,10,13,11,9,3,2,1,2,2,3,3,3,1,3,2,10,14,14,10,14,12,6,8,1,1,1,1,1,1,1,7,8,10,20,13,17,17,182,76,10,20,9.0,6784,6784,3493,Northern_European,134,4,1996/10/2,0,0,55909.0,,19192947
Robert Sánchez,GK,24,139,160,Spain,Brighton & Hove Albion,6,3,1,3,11,8,1,1,3,2,13,1,2,13,8,11,14,13,11,9,10,10,9,7,3,11,12,9,12,13,12,18,14,10,12,14,10,3,9,13,15,17,17,11,11,15,15,13,15,14,10,14,20,11,3,11,11,10,8,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,197,91,12,20,25.0,6934,6934,5484,Mixed_Race,136,14,1997/11/18,1,0,28998.0,,29156212
Joško Gvardiol,D LC,20,139,-9,Croatia,RB Leipzig,2,10,12,7,13,8,13,10,14,13,14,10,15,13,16,14,17,15,12,12,12,17,13,10,11,11,14,15,14,11,14,14,16,17,14,16,14,9,13,6,11,3,2,2,2,3,3,3,3,3,1,3,7,18,4,15,18,16,10,13,1,20,20,1,1,1,1,1,1,1,1,1,1,1,185,80,20,10,75.0,6743,7243,5743,Northern_European,138,4,2002/1/23,10,1,68499.0,,24060473
Marc Albrighton,WB/M/AM RL,32,139,142,United Kingdom,Leicester City,15,17,13,12,14,12,5,10,7,8,14,10,12,13,14,12,14,12,16,14,10,14,12,13,13,14,17,18,12,12,11,6,15,12,16,9,14,10,13,5,14,4,1,2,3,1,1,3,3,1,1,3,12,12,3,16,10,16,16,17,1,10,1,13,16,18,1,16,10,16,16,4,20,5,175,74,8,20,0.5,6950,6950,5500,Northern_European,130,1,1989/11/18,0,0,75395.0,,29010506
Jesper Karlsson,AM/S RL,24,139,149,Sweden,AZ Alkmaar,13,13,15,13,14,13,7,14,7,5,13,14,5,15,8,13,14,13,13,12,12,13,17,6,14,7,11,12,14,16,11,9,12,14,13,6,10,4,10,7,7,3,1,1,3,2,1,4,1,2,1,3,11,13,5,11,13,13,12,11,1,1,1,1,1,1,1,14,1,14,20,9,19,18,179,73,12,20,10.0,6900,6500,5250,Northern_European,133,1,1998/7/25,7,0,7191.0,,93070929
Harrison Reed,DM/M RC,27,139,145,United Kingdom,Fulham,12,12,11,8,12,12,12,10,8,14,14,8,15,11,14,12,15,13,14,12,13,15,9,12,13,13,17,17,15,14,14,8,15,15,15,11,14,8,12,10,18,3,3,1,1,2,3,3,3,1,3,3,13,13,4,12,13,16,11,13,1,1,1,12,1,13,18,1,20,15,1,10,14,1,181,74,10,20,18.0,6950,6950,5250,Northern_European,137,4,1995/1/27,0,0,46397.0,,29076104
Dele Alli,AM LC,26,139,160,"England,Nigeria",Everton,8,12,14,15,14,10,12,13,8,10,14,14,11,15,14,15,12,15,11,14,12,12,17,7,13,11,13,12,11,13,13,12,18,12,16,12,13,14,13,4,16,2,3,1,3,2,3,2,2,3,2,2,11,14,7,14,12,14,6,9,1,1,1,1,1,1,10,8,15,11,17,20,12,15,188,80,12,20,5.0,7100,7000,7000,Mixed_Race,136,12,1996/4/11,37,3,115992.0,Beşiktaş A.Ş.,29085579
Viktor Tsygankov,AM RL,24,139,145,"Ukraine,Israel",Dynamo Kyiv,14,13,15,12,15,14,7,13,9,6,14,15,8,16,10,12,9,12,11,14,12,15,14,13,14,8,11,11,15,14,12,9,10,14,13,12,10,7,7,13,10,1,1,2,3,1,3,2,2,2,2,2,13,15,5,17,5,14,16,8,1,1,1,1,1,1,1,15,8,15,16,14,20,11,178,72,20,11,25.0,6991,6991,4991,Northern_European,138,4,1997/11/15,40,7,38500.0,,71080414
Samuel Lino,AM/S RL,22,139,152,Brazil,A. Madrid,8,9,14,14,14,9,6,13,7,5,13,11,10,14,12,11,13,12,11,13,11,15,14,7,13,8,10,15,15,13,15,12,17,15,14,14,10,10,16,5,13,1,3,2,1,2,3,2,1,3,1,3,16,13,6,12,15,14,11,10,1,1,1,1,1,1,1,13,1,10,20,1,18,18,178,72,12,20,25.0,6950,5331,5226,Mixed_Race,134,12,1999/12/23,0,0,23099.0,Valencia,19320258
Çağlar Söyüncü,D C,26,139,162,Turkey,Leicester City,4,7,12,7,12,5,14,8,8,15,10,8,16,10,12,14,17,12,11,13,10,16,9,12,7,14,13,15,14,12,15,16,13,12,13,16,10,13,15,9,7,2,1,3,1,1,1,3,2,1,3,2,12,15,5,9,14,12,11,7,1,1,20,1,1,1,10,1,10,1,1,1,1,1,185,82,14,20,12.0,7240,7490,5740,Northern_European,139,4,1996/5/23,48,2,52196.0,,70093800
Youssouf Fofana,DM/M C,23,139,153,France,AS Monaco,7,9,14,8,14,7,12,10,8,12,14,8,15,12,15,14,14,13,14,13,14,15,10,8,13,13,14,15,13,12,15,9,16,13,16,15,12,9,12,7,10,2,2,3,3,4,1,4,1,2,3,1,16,14,8,14,12,14,14,16,1,1,1,1,1,1,20,1,19,1,1,1,1,1,176,0,10,20,28.0,6945,6945,4995,African_Caribbean,138,17,1999/1/10,0,0,9204.0,,49045776
José Fonte,D C,38,139,146,Portugal,LOSC Lille,6,9,10,7,11,9,17,8,8,14,14,8,15,12,14,14,14,14,15,12,13,13,10,20,10,15,16,16,9,10,13,16,14,9,14,15,15,10,14,11,10,3,4,2,2,3,2,2,1,2,2,3,12,16,5,10,14,14,13,12,1,1,20,1,1,1,10,1,1,1,1,1,1,5,191,78,10,20,0.3,6950,6750,5300,Mediterranean_Hispanic,140,1,1983/12/22,50,1,32218.0,,742448
Zeki Çelik,D/WB RL,25,139,147,Turkey,Associazione Sportiva Roma,9,13,11,10,12,5,10,8,13,13,14,5,15,12,8,13,15,13,14,8,14,14,10,7,14,12,14,16,14,12,12,11,14,15,15,13,13,4,12,5,17,3,1,3,2,1,1,2,1,3,3,3,14,15,8,12,11,14,8,9,1,15,10,20,10,18,1,1,1,1,1,1,1,1,180,78,12,20,6.0,6950,6700,5000,Mediterranean_Hispanic,136,7,1997/2/17,32,2,49230.0,,70097248
Woo-yeong Jeong,M/AM RL,22,139,155,South Korea,Sport-Club Freiburg,10,11,14,12,15,12,9,13,5,6,13,10,8,14,16,12,10,11,11,13,11,14,14,5,16,6,15,15,15,14,10,9,15,15,14,7,13,6,12,6,14,2,1,3,3,3,1,2,1,3,2,3,10,18,4,12,10,16,13,16,1,1,1,1,1,1,1,17,10,18,18,14,20,13,179,70,15,20,3.5,6750,6055,5282,10,136,7,1999/9/20,7,2,8500.0,,91187682
Mariano,S,28,139,154,"Dominican Republic,Spain",R. Madrid,5,8,12,15,12,13,16,14,5,5,11,14,5,12,14,15,17,12,12,10,11,18,8,11,14,10,9,17,15,11,12,15,15,15,14,14,14,10,14,15,7,2,3,3,3,3,2,3,3,1,3,3,6,3,14,19,12,10,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,20,181,77,11,20,0.3,6500,6500,6000,African_Caribbean,138,12,1993/8/1,1,1,123288.0,,67157152
Víctor Ruiz,D C,33,139,153,Spain,Real Hispalis,7,9,10,7,12,8,15,10,13,16,13,9,15,12,13,15,16,11,15,11,13,12,8,14,8,15,14,15,10,10,9,13,12,12,13,15,15,12,12,12,11,4,3,1,1,1,3,3,3,1,3,2,8,10,7,9,11,11,11,11,1,10,20,1,7,1,10,1,1,1,1,1,1,1,184,80,20,11,0.8,7150,7150,6000,Mediterranean_Hispanic,139,6,1989/1/25,0,0,27253.0,,67046591
Justin Bijlow,GK,24,138,153,Holland,Feyenoord Rotterdam,7,1,3,1,6,9,5,3,3,2,14,2,1,11,9,13,11,12,14,12,13,15,7,12,2,15,14,14,11,14,13,14,10,11,12,11,15,5,12,15,13,14,14,12,8,14,15,15,14,12,9,12,13,13,7,15,13,15,12,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,84,6,20,15.0,6895,6895,5545,Northern_European,137,4,1998/1/22,6,0,9588.0,,37050136
Péter Gulácsi,GK,32,138,146,Hungary,RB Leipzig,4,2,1,2,9,7,3,3,2,3,10,2,1,9,8,16,13,13,17,7,11,12,3,12,2,8,14,10,12,13,14,14,13,10,12,15,17,4,15,4,13,14,13,10,8,16,13,15,16,15,11,10,14,16,5,15,13,17,14,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,86,6,20,3.5,7160,7161,6211,Northern_European,133,4,1990/5/6,49,0,67077.0,,28018193
Riccardo Sottil,M/AM RL,23,138,154,Italy,ACF Fiorentina,9,12,14,12,14,10,11,12,4,6,14,12,6,14,7,11,11,12,10,12,10,13,14,8,14,6,14,14,15,14,11,11,17,16,14,12,12,5,11,8,14,1,2,3,3,3,1,1,1,3,3,2,13,13,1,14,12,14,13,10,1,1,1,1,10,10,1,16,1,16,20,14,18,13,180,70,11,20,6.5,6900,6500,5150,Mediterranean_Hispanic,133,2,1999/6/3,0,0,21346.0,,43270713
Luca Pellegrini,D/WB/M L,23,138,155,Italy,Juventus,10,14,13,7,13,5,11,9,11,12,14,6,14,14,17,13,14,11,14,12,13,13,13,8,15,13,14,16,14,14,15,10,14,14,13,13,13,15,12,11,13,2,1,1,3,1,3,3,1,1,3,2,10,16,13,13,12,15,12,13,1,20,5,1,19,1,1,17,5,1,7,1,1,1,178,72,20,11,4.0,6900,6850,5500,Mediterranean_Hispanic,136,3,1999/3/7,1,0,35577.0,Eintracht Frankfurt,43252226
Michael Olise,AM RC,20,138,-9,"France,England,Algeria",Crystal Palace,12,14,16,11,15,14,7,13,4,9,15,12,8,15,6,11,9,13,11,14,14,12,16,9,13,10,11,12,15,15,14,11,13,14,12,10,13,5,12,9,8,2,2,2,1,3,1,4,3,2,1,3,8,16,5,8,15,13,11,8,1,1,1,1,1,1,1,12,11,13,14,16,20,1,184,71,20,9,50.0,6900,6900,5650,African_Caribbean,138,15,2001/12/12,0,0,52196.0,,29221846
Carlos Acevedo,GK,26,138,148,Mexico,CD Santos Laguna,5,3,4,2,11,9,3,1,1,5,10,1,2,11,5,13,14,11,11,10,13,17,3,9,2,12,13,11,15,17,14,14,14,14,7,12,12,12,11,12,14,14,12,12,4,12,8,14,17,11,14,14,13,14,3,9,8,9,10,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,184,74,7,20,4.0,6369,6854,3489,Mediterranean_Hispanic,134,8,1996/4/19,3,0,14069.0,,51049626
Alexis Vega,AM/S RLC,24,138,148,Mexico,CD Guadalajara,10,11,15,14,13,13,13,14,7,5,12,11,7,15,13,14,13,12,13,10,11,11,12,14,13,9,11,12,14,13,13,13,10,13,12,14,12,10,13,15,12,2,2,4,2,4,3,1,1,2,1,3,12,10,8,14,9,11,13,12,1,1,1,1,1,1,1,1,1,1,18,15,18,20,172,72,11,20,5.5,6900,6900,4750,Mediterranean_Hispanic,133,255,1997/11/25,19,1,23373.0,,51054788
Jerry St. Juste,D RC,25,138,146,"Holland,Saint Kitts and Nevis",Sporting Clube de Portugal,4,10,13,8,12,6,14,8,13,13,13,6,15,13,14,12,14,12,12,12,12,14,13,8,11,13,14,12,16,12,15,13,13,17,13,14,14,9,12,18,16,1,2,3,3,1,2,1,3,3,2,2,13,15,11,12,14,14,12,12,1,1,20,17,1,15,14,1,12,1,1,1,1,1,184,74,9,20,8.0,6900,6750,5750,African_Caribbean,133,12,1996/10/19,0,0,27183.0,,37049949
Esteban Andrada,GK,31,138,148,Argentina,CF Monterrey,3,3,1,3,10,4,3,2,3,1,10,6,2,6,17,14,13,16,12,8,12,14,10,10,3,15,13,11,10,14,13,16,12,11,12,13,16,11,11,8,12,16,14,9,8,15,14,15,17,17,12,15,12,14,6,14,14,12,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,194,81,7,20,2.5,7037,7052,5217,Mediterranean_Hispanic,139,11,1991/1/26,4,0,26386.0,,14023026
Andreas Pereira,M/AM RLC,26,138,145,"Brazil,Belgium",Fulham,15,13,14,12,15,14,6,15,2,8,15,14,13,15,13,11,11,11,10,15,10,18,15,10,13,12,14,16,14,14,10,7,16,14,13,7,11,6,14,3,12,3,3,2,3,4,2,4,4,1,3,2,11,17,10,13,9,15,10,14,1,1,1,1,1,1,1,14,20,13,16,18,15,1,178,71,14,20,20.0,6500,6500,6000,Mediterranean_Hispanic,134,6,1996/1/1,1,0,57996.0,,28085588
Sergio Asenjo,GK,33,138,157,Spain,Valladolid,1,3,2,3,11,3,5,1,2,3,11,4,3,10,9,14,16,15,15,7,15,14,5,11,3,14,13,14,7,12,10,11,8,9,11,13,13,8,11,16,1,11,14,15,7,15,14,13,15,12,8,14,14,14,6,13,11,17,15,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,87,8,20,0.7,6900,6900,5250,Mediterranean_Hispanic,139,6,1989/6/28,1,0,17507.0,,67006488
Vicente Guaita,GK,35,138,150,Spain,Crystal Palace,2,2,2,1,10,1,8,1,3,1,12,5,1,10,9,13,13,13,14,11,12,15,3,11,2,16,11,11,10,12,14,16,13,11,14,13,13,4,12,6,1,14,14,11,8,16,12,13,15,12,17,14,17,14,5,16,13,16,10,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,81,9,20,1.0,6900,6900,5750,Mediterranean_Hispanic,137,4,1987/1/10,0,0,81194.0,,1510602
Dennis Praet,M/AM C,28,138,148,Belgium,Leicester City,13,13,13,11,14,12,8,12,12,8,15,10,13,14,12,12,13,14,15,14,16,13,16,11,13,11,15,14,12,13,10,9,14,12,13,12,12,8,12,9,14,3,3,2,2,2,3,2,3,2,2,1,12,14,10,11,12,13,10,18,1,1,1,1,1,1,12,13,20,13,12,19,12,1,181,78,12,20,5.0,6899,7249,5849,Northern_European,137,2,1994/5/14,15,2,86994.0,,18045342
Lucas Zelarayán,AM C,30,138,153,"Armenia,Argentina",Columbus Crew,13,14,16,13,15,16,3,15,11,4,15,12,8,15,10,11,9,12,12,13,12,15,14,14,14,8,14,11,14,15,13,7,12,14,13,12,13,7,14,9,10,1,2,3,1,3,2,3,1,3,1,2,11,12,5,15,12,13,10,8,1,1,1,1,1,1,1,14,12,1,14,20,1,13,173,70,13,20,4.5,6883,6515,5161,Mediterranean_Hispanic,140,10,1992/6/20,4,0,71742.0,,14046847
Rubén García,AM RLC,29,138,150,Spain,Atlético Pamplona,14,15,14,12,14,14,9,13,4,5,14,13,9,15,11,12,14,13,13,15,14,15,16,7,14,6,14,13,14,14,12,5,12,13,13,11,13,8,12,11,12,1,2,3,1,2,2,2,1,1,1,2,13,14,7,14,13,14,14,10,1,1,1,1,1,1,1,15,15,15,18,20,18,8,171,72,20,10,3.0,6950,6950,4900,Mediterranean_Hispanic,134,6,1993/7/14,0,0,18853.0,,67155012
